"capability_id","workspace","route","surface_type","purpose","risk","states","backend_authority","permission_authority","status","evidence"
"CAP-B05-008","Boutique","/angelcare-marketplace/admin/footer-studio","section inspector; profile/version views; governed publication modal","profiles; themes; sections; links; contacts; targeting; localization; schedules; history/restore; analytics; settings; live preview; publish","CONTEXTUAL","empty migration gate; populated; draft/published/suspended; permission read-only; analytics denied; mutation success/failure; responsive preview","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.publication.manage and marketplace.analytics.view passed from server authority; APIs remain server-enforced","IMPLEMENTED","FooterStudioCommand; approved interaction requirement and actual source authority reconciled."
"CAP-B05-009","Boutique","/angelcare-marketplace/admin/frontend-experiences/surfaces","selected-surface inspector and publication controls","surface registry; vertical/Marketplace selection; structure/canvas/inspector editing; preview; validation; publish; source metadata","CONTEXTUAL","loading/error boundary; empty registry; draft/live source states; validation/readiness; managed-write access gate","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.commerce.view for registry; marketplace.publication.manage required by each detailed studio route and its mutations","IMPLEMENTED","SurfaceRegistryStudio / SurfaceExperienceStudio; approved interaction requirement and actual source authority reconciled."
"CAP-B05-010","Boutique","/angelcare-marketplace/admin/localization","publication event inspector; governed rollback modal; readiness rail","source-derived localization coverage; scan authority; CMS jobs; homepage releases; commerce publication events; readiness/blockers; history; rollback; links to detailed engines","HIGH_GOVERNED","loading/error boundary; no scan; empty jobs/events; source ready/not-ready; queued/running/succeeded/failed source states; permission read-only","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.localization.access/scan and marketplace.publication.manage from server authorities; each destination retains its own guard","IMPLEMENTED","LocalizationCockpit / PublicationStudio; approved interaction requirement and actual source authority reconciled."
"CAP-B06-001","Marketing & promotions","/angelcare-marketplace/admin/growth-experience","Contextual command cards and source queues","Source-derived command metrics, decision/intervention queues and links to all approved Growth authorities","CONTEXTUAL","Loading/error handled by server boundary; truthful zero and blocker states present","POST /api/angelcare-marketplace/admin/enterprise-command/segments|POST /api/angelcare-marketplace/admin/enterprise-command/segments/saved|POST|PATCH /api/angelcare-marketplace/admin/live-experience/audiences|POST /api/angelcare-marketplace/admin/live-experience/broadcasts|POST /api/angelcare-marketplace/admin/live-experience/campaigns/:campaignId/actions/:action|PATCH /api/angelcare-marketplace/admin/live-experience/campaigns/:campaignId|POST /api/angelcare-marketplace/admin/live-experience/campaigns|POST|PATCH /api/angelcare-marketplace/admin/live-experience/experiments|POST|PATCH /api/angelcare-marketplace/admin/live-experience/placements|POST /api/angelcare-marketplace/admin/live-experience/popups|POST /api/angelcare-marketplace/admin/live-experience/proof-widgets|POST|PATCH /api/angelcare-marketplace/admin/live-experience/schedules|POST|PATCH /api/angelcare-marketplace/admin/live-experience/settings|POST /api/angelcare-marketplace/admin/live-experience/simulate|POST /api/angelcare-marketplace/admin/live-experience/sources/refresh|POST /api/angelcare-marketplace/admin/merchandising/collections|POST /api/angelcare-marketplace/admin/merchandising/placements|POST /api/angelcare-marketplace/admin/merchandising/publish|POST /api/angelcare-marketplace/admin/merchandising/reorder|POST /api/angelcare-marketplace/admin/merchandising/rules|POST /api/angelcare-marketplace/admin/promotions|POST /api/angelcare-marketplace/admin/search-rules|POST /api/angelcare-marketplace/live-experience/conversions|POST /api/angelcare-marketplace/live-experience/interactions|POST /api/angelcare-marketplace/live-experience/resolve","marketplace.growth.experiments.manage on governed execution destinations; command is read authority","IMPLEMENTED","GrowthExperienceCommand; approved interaction requirement and actual source authority reconciled."
"CAP-B06-002","Marketing & promotions","/angelcare-marketplace/admin/promotions","Sticky promotion inspector plus governed activation, suspension and archive modal","Registry filters, create/edit, targeting, value, limits, scheduling, automatic pricing and lifecycle transitions","CONTEXTUAL","Read-only, validation, empty, filtered-empty, busy, success and server-error states","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.merchandising.view/manage wired to page and controls","IMPLEMENTED","PromotionCommand; approved interaction requirement and actual source authority reconciled."
"CAP-B06-003","Marketing & promotions","/angelcare-marketplace/admin/live-experience-command","Three-pane builder, governed action dialog, simulation result and canonical-source inspector","Campaign registry, builders, presets, public evaluator simulation, preview, source refresh and lifecycle actions","CONTEXTUAL","Empty, source-unavailable, simulation, busy, error and truthful-zero analytics states","READ_ONLY_CONTEXTUAL_AUTHORITY","live_experience view/manage/publish, emergency_broadcast.manage and proof_widget.manage enforced by APIs and reflected by action handlers","IMPLEMENTED","LiveExperienceCommand; approved interaction requirement and actual source authority reconciled."
"CAP-B06-004","Marketing & promotions","/angelcare-marketplace/admin/live-experience-command/audiences","Structured editor/inspector and governed transition modal","Audiences, placements, schedules, experiments, history and capability settings with source lifecycle transitions","CONTEXTUAL","Read-only, empty, busy, validation/server message and immutable-history states","READ_ONLY_CONTEXTUAL_AUTHORITY","workspace Live Experience authority plus marketplace.live_experience.view/manage wired server and client","IMPLEMENTED","LiveGovernanceCommand; approved interaction requirement and actual source authority reconciled."
"CAP-B06-005","Marketing & promotions","/angelcare-marketplace/admin/merchandising","Three-column studio with governed remove/reorder dialogs and contextual history/calendar views","Rail composition, published-item picker, explainable rules, locale/audience windows, reorder, calendar, collections and publication history","CONTEXTUAL","Read-only, empty, filtered library, busy, mutation error/success and scheduled states","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.merchandising.view/manage wired to page, forms, drag/drop and destructive controls","IMPLEMENTED","MerchandisingStudio; approved interaction requirement and actual source authority reconciled."
"CAP-B06-006","Marketing & promotions","/angelcare-marketplace/admin/segments","Rule-group builder, governed archive dialog and result registry","Advanced AND/OR audience rules, preview, persistent segments, recalculate, duplicate, archive, CSV result and promotion draft targeting","CONTEXTUAL","Permission, loading, empty, truncation, error/notice and populated result states","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.admin.access and marketplace.merchandising.manage wired to save/archive and promotion activation","IMPLEMENTED","SegmentBuilder; approved interaction requirement and actual source authority reconciled."
"CAP-B06-007","Marketing & promotions","/angelcare-marketplace/admin/discovery-control","Sticky rule inspector, governed activation/suspension and real-result diagnostic surface","Rule registry, filters, draft/active lifecycle, all seven rule types and real public search test bench","CONTEXTUAL","Read-only, validation, busy, server error, filtered empty, zero result and populated test states","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.merchandising.view/manage wired to page, controls and API","IMPLEMENTED","DiscoveryControl; approved interaction requirement and actual source authority reconciled."
"CAP-B06-008","Marketing & promotions","/angelcare-marketplace/admin/growth/recovery","GovernedCommandDialog for create and every lifecycle command; decision journal","Hypothesis, plan, approval, activation, monitor, analysis, decision, scale/stop/close with source intake","HIGH_GOVERNED","Empty source/case, action error, success, lifecycle and evidence states","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.growth.experiments.manage required by workspace page and API","IMPLEMENTED","GrowthExecutionCommand; approved interaction requirement and actual source authority reconciled."
"CAP-B06-009","Marketing & promotions","/angelcare-marketplace/admin/live-experience-command/experiments","Experiment inspector and governed lifecycle decision modal","Variants, weights, deterministic allocation objective, windows, evidence, winner and exact lifecycle","CONTEXTUAL","Read-only, draft/ready/running/paused/significance-review/winner/closed, empty, error and evidence states","READ_ONLY_CONTEXTUAL_AUTHORITY","workspace Live Experience manage authority enforced page/API and reflected client-side","IMPLEMENTED","LiveGovernanceCommand mode=experiments; approved interaction requirement and actual source authority reconciled."
"CAP-B06-010","Marketing & promotions","/angelcare-marketplace/admin/growth/opportunities","Governed command dialogs, source intake and immutable event rail","Governed initiative creation, source qualification, plan/approval/activation/measure/decision/scale-stop and evidence journal","CONTEXTUAL","Empty, lifecycle, busy/error, success, evidence and decision states","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.growth.experiments.manage required by workspace and API contexts","IMPLEMENTED","GrowthExecutionCommand; approved interaction requirement and actual source authority reconciled."
"CAP-B07-001","Opérations","/angelcare-marketplace/admin/operations/today","Operations queue inspectors and contextual mission links","Live operating priorities, SLA pressure, mission queues, blockers and cross-domain drilldown","CONTEXTUAL","LOADING_EMPTY_POPULATED_FILTERED_EMPTY_BLOCKED_PERMISSION_ERROR_SUCCESS_FAILURE_AS_APPLICABLE","POST /api/angelcare-marketplace/admin/enterprise-command/documents/export|PATCH /api/angelcare-marketplace/admin/enterprise-command/operator-workspace|PATCH /api/angelcare-marketplace/admin/enterprise-command/orders/:orderId/operate|POST /api/angelcare-marketplace/admin/enterprise-command/product-import/commit|POST /api/angelcare-marketplace/admin/enterprise-command/product-import/jobs/:jobId/retry|POST /api/angelcare-marketplace/admin/enterprise-command/product-import/jobs/:jobId/run|POST /api/angelcare-marketplace/admin/enterprise-command/product-import/jobs|POST /api/angelcare-marketplace/admin/enterprise-command/product-import/preview|PATCH|DELETE /api/angelcare-marketplace/admin/enterprise-command/segments/saved/:segmentId|POST /api/angelcare-marketplace/admin/enterprise-command/templates/:templateKey/versions|POST /api/angelcare-marketplace/admin/enterprise-command/templates|POST /api/angelcare-marketplace/admin/operating/approvals/:approvalId/decision|POST /api/angelcare-marketplace/admin/operating/cases/:caseId/approvals|POST /api/angelcare-marketplace/admin/operating/cases/:caseId/assignments|POST /api/angelcare-marketplace/admin/operating/cases/:caseId/comments|POST /api/angelcare-marketplace/admin/operating/cases/:caseId/evidence|POST /api/angelcare-marketplace/admin/operating/cases/:caseId/exceptions|POST /api/angelcare-marketplace/admin/operating/cases/:caseId/recovery|POST /api/angelcare-marketplace/admin/operating/cases/:caseId/transition|POST /api/angelcare-marketplace/admin/operating/cases|POST /api/angelcare-marketplace/admin/operating/evidence/:evidenceId/review|POST /api/angelcare-marketplace/admin/operating/exceptions/:exceptionId/transition|POST /api/angelcare-marketplace/journeys/:journeyId/actions/:actionId/complete|POST /api/angelcare-marketplace/journeys/:journeyId/change-requests|POST /api/angelcare-marketplace/journeys/:journeyId/recovery|PATCH /api/angelcare-marketplace/journeys/admin/:journeyId|POST /api/angelcare-marketplace/journeys/notifications/:notificationId/acknowledge|POST /api/angelcare-marketplace/operations/check-events|POST /api/angelcare-marketplace/operations/daily-closures|POST /api/angelcare-marketplace/operations/disputes/:disputeId/transition|POST /api/angelcare-marketplace/operations/disputes|POST /api/angelcare-marketplace/operations/evidence/:evidenceId/review|POST /api/angelcare-marketplace/operations/fulfillment/:caseId/evidence|POST /api/angelcare-marketplace/operations/fulfillment/:caseId/transition|POST /api/angelcare-marketplace/operations/incidents/:incidentId/transition|POST /api/angelcare-marketplace/operations/incidents|POST /api/angelcare-marketplace/operations/missions/:missionId/dispatch|POST /api/angelcare-marketplace/operations/missions/:missionId/transition|POST /api/angelcare-marketplace/operations/missions|POST /api/angelcare-marketplace/operations/proposals/:proposalId/decision|POST /api/angelcare-marketplace/operations/reconciliation/:caseId/handover|POST /api/angelcare-marketplace/operations/reconciliation/:caseId/transition|POST /api/angelcare-marketplace/operations/reconciliation/lines/:lineId/decision|POST /api/angelcare-marketplace/operations/recovery/:planId/transition|POST /api/angelcare-marketplace/operations/recovery|POST /api/angelcare-marketplace/operations/replacements/:caseId/transition|POST /api/angelcare-marketplace/operations/returns/:caseId/transition|POST /api/angelcare-marketplace/operations/settlements/:settlementId/readiness|POST /api/angelcare-marketplace/territories/:territoryCode/health|POST /api/angelcare-marketplace/territories/:territoryCode/overrides|PATCH /api/angelcare-marketplace/territories/:territoryCode/readiness/:gateKey|POST /api/angelcare-marketplace/territories/:territoryCode/readiness/sign-off|POST /api/angelcare-marketplace/territories/:territoryCode/readiness/validate|PATCH /api/angelcare-marketplace/territories/:territoryCode|PATCH /api/angelcare-marketplace/territories/:territoryCode/settings/:settingKey|POST /api/angelcare-marketplace/territories/:territoryCode/transition|POST /api/angelcare-marketplace/territory-overrides/:overrideId/review|POST /api/angelcare-marketplace/territory-overrides/:overrideId/rollback","marketplace.operations.view","IMPLEMENTED","OperationsCommand; approved interaction requirement and actual source authority reconciled."
"CAP-B07-002","Opérations","/angelcare-marketplace/admin/operations/mission-control","Assignment and fulfillment intervention surfaces","Dispatch, assignment, readiness and fulfillment intervention using mission authority","CONTEXTUAL","LOADING_EMPTY_POPULATED_FILTERED_EMPTY_BLOCKED_PERMISSION_ERROR_SUCCESS_FAILURE_AS_APPLICABLE","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.operations.view; marketplace.operations.dispatch.manage","IMPLEMENTED","FulfillmentMissionControl; approved interaction requirement and actual source authority reconciled."
"CAP-B07-003","Opérations","/angelcare-marketplace/admin/operations/missions/[missionId]","Mission lifecycle and evidence inspectors","Mission 360 lifecycle, checklist, proof, validation, evidence and related-object continuity","CONTEXTUAL","LOADING_EMPTY_POPULATED_FILTERED_EMPTY_BLOCKED_PERMISSION_ERROR_SUCCESS_FAILURE_AS_APPLICABLE","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.operations.view; marketplace.operations.missions.manage","IMPLEMENTED","MissionDossier; approved interaction requirement and actual source authority reconciled."
"CAP-B07-004","Opérations","/angelcare-marketplace/admin/journeys","Journey action panel and evidence detail","Post-conversion journey queues, dossier, evidence, intervention and recovery","CONTEXTUAL","LOADING_EMPTY_POPULATED_FILTERED_EMPTY_BLOCKED_PERMISSION_ERROR_SUCCESS_FAILURE_AS_APPLICABLE","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.journeys.view; marketplace.journeys.manage","IMPLEMENTED","JourneyAdminCommand; JourneyAdminDetail; approved interaction requirement and actual source authority reconciled."
"CAP-B07-005","Opérations","/angelcare-marketplace/admin/operations/incidents","Incident decision and escalation inspectors","Incident, exception, escalation and dispute triage with ownership and evidence","CONTEXTUAL","LOADING_EMPTY_POPULATED_FILTERED_EMPTY_BLOCKED_PERMISSION_ERROR_SUCCESS_FAILURE_AS_APPLICABLE","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.operations.view","IMPLEMENTED","IncidentAuthorityClient; ExceptionCockpit; DisputeCommand; approved interaction requirement and actual source authority reconciled."
"CAP-B07-006","Opérations","/angelcare-marketplace/admin/operations/recovery","Recovery and return decision surfaces","Returns, replacements and source-supported recovery paths","HIGH_GOVERNED","LOADING_EMPTY_POPULATED_FILTERED_EMPTY_BLOCKED_PERMISSION_ERROR_SUCCESS_FAILURE_AS_APPLICABLE","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.operations.view","IMPLEMENTED","RecoveryCommand; ReturnsCommand; approved interaction requirement and actual source authority reconciled."
"CAP-B07-007","Opérations","/angelcare-marketplace/admin/operations/closure","Closure approval and reconciliation inspectors","Daily closure, reconciliation handoff, settlement evidence and approval","CONTEXTUAL","LOADING_EMPTY_POPULATED_FILTERED_EMPTY_BLOCKED_PERMISSION_ERROR_SUCCESS_FAILURE_AS_APPLICABLE","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.operations.view; marketplace.operations.closure.approve","IMPLEMENTED","DailyClosureBoard; ReconciliationCommand; SettlementCommand; approved interaction requirement and actual source authority reconciled."
"CAP-B07-008","Opérations","/angelcare-marketplace/admin/territories","Territory transition, readiness and override governed actions","Territory readiness, health, settings, preview, override decisions and lifecycle","CONTEXTUAL","LOADING_EMPTY_POPULATED_FILTERED_EMPTY_BLOCKED_PERMISSION_ERROR_SUCCESS_FAILURE_AS_APPLICABLE","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.territories.view plus source transition, readiness and override permissions","IMPLEMENTED","TerritoryCommandCockpit; TerritoryDetailCommand; approved interaction requirement and actual source authority reconciled."
"CAP-B07-009","Opérations","/angelcare-marketplace/admin/orders-fulfillment","Transaction contextual inspectors","Transaction flight deck queues for incoming, dispatch, fulfillment, exceptions and recovery","CONTEXTUAL","LOADING_EMPTY_POPULATED_FILTERED_EMPTY_BLOCKED_PERMISSION_ERROR_SUCCESS_FAILURE_AS_APPLICABLE","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.operations.view","IMPLEMENTED","FlightDeckWorkspace; approved interaction requirement and actual source authority reconciled."
"CAP-B07-010","Opérations","/angelcare-marketplace/admin/bulk-operations","Bulk operation review and document generation surfaces","Source-backed bulk operation and document/export authority with real job results","CONTEXTUAL","LOADING_EMPTY_POPULATED_FILTERED_EMPTY_BLOCKED_PERMISSION_ERROR_SUCCESS_FAILURE_AS_APPLICABLE","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.admin.access; operation-specific server guards","IMPLEMENTED","BulkOperationsCenter; DocumentFactoryCommand; approved interaction requirement and actual source authority reconciled."
"CAP-B08-001","Prestataires & fournisseurs","/angelcare-marketplace/admin/supply-network","Network contextual inspectors","Supply network command, readiness, availability, assignments, quality and capacity drilldown","CONTEXTUAL","LOADING_EMPTY_POPULATED_FILTERED_EMPTY_BLOCKED_PERMISSION_ERROR_SUCCESS_FAILURE_AS_APPLICABLE","POST /api/angelcare-marketplace/admin/suppliers|POST /api/angelcare-marketplace/catalog/:itemId/transition|POST /api/angelcare-marketplace/catalog|POST /api/angelcare-marketplace/development/activities/:activityId/transition|POST /api/angelcare-marketplace/development/activities|POST /api/angelcare-marketplace/operations/disputes/:disputeId/transition|POST /api/angelcare-marketplace/operations/evidence/:evidenceId/review|POST /api/angelcare-marketplace/operations/fulfillment/:caseId/evidence|POST /api/angelcare-marketplace/operations/fulfillment/:caseId/transition|POST /api/angelcare-marketplace/operations/reconciliation/:caseId/handover|POST /api/angelcare-marketplace/operations/reconciliation/:caseId/transition|POST /api/angelcare-marketplace/operations/reconciliation/lines/:lineId/decision|POST /api/angelcare-marketplace/operations/recovery/:planId/transition|POST /api/angelcare-marketplace/operations/replacements/:caseId/transition|POST /api/angelcare-marketplace/operations/returns/:caseId/transition|POST /api/angelcare-marketplace/operations/settlements/:settlementId/readiness|PATCH|DELETE /api/angelcare-marketplace/providers/:providerId/availability/:ruleId|POST /api/angelcare-marketplace/providers/:providerId/availability/exceptions|POST /api/angelcare-marketplace/providers/:providerId/availability|POST /api/angelcare-marketplace/providers/:providerId/certifications/:certificationId/review|POST /api/angelcare-marketplace/providers/:providerId/documents/:documentId/review|POST /api/angelcare-marketplace/providers/:providerId/documents/request|POST /api/angelcare-marketplace/providers/:providerId/eligibility/recalculate|POST /api/angelcare-marketplace/providers/:providerId/lifecycle|POST /api/angelcare-marketplace/providers/:providerId/performance|PATCH|DELETE /api/angelcare-marketplace/providers/:providerId/qualifications/:qualificationId|POST /api/angelcare-marketplace/providers/:providerId/qualifications|PATCH /api/angelcare-marketplace/providers/:providerId|POST /api/angelcare-marketplace/providers/payable/:payableId/decision|POST /api/angelcare-marketplace/providers|POST /api/angelcare-marketplace/quote-baskets/:basketId/items|POST /api/angelcare-marketplace/quote-baskets|POST /api/angelcare-marketplace/vendors/:vendorId/contracts/:contractId/transition|POST /api/angelcare-marketplace/vendors/:vendorId/contracts|POST /api/angelcare-marketplace/vendors/:vendorId/inventory|POST /api/angelcare-marketplace/vendors/:vendorId/lifecycle|POST /api/angelcare-marketplace/vendors/:vendorId/orders/:orderId/transition|POST /api/angelcare-marketplace/vendors/:vendorId/orders|POST /api/angelcare-marketplace/vendors/:vendorId/performance|POST /api/angelcare-marketplace/vendors/:vendorId/quality/:reviewId/transition|POST /api/angelcare-marketplace/vendors/:vendorId/quality|POST /api/angelcare-marketplace/vendors/settlements/:settlementId/decision","marketplace.providers.view; marketplace.operations.view","IMPLEMENTED","NetworkAreaPage; approved interaction requirement and actual source authority reconciled."
"CAP-B08-002","Prestataires & fournisseurs","/angelcare-marketplace/admin/providers","Provider quick dossier and onboarding workflow","Provider registry, search, onboarding entry, readiness pressure and source-backed creation","CONTEXTUAL","LOADING_EMPTY_POPULATED_FILTERED_EMPTY_BLOCKED_PERMISSION_ERROR_SUCCESS_FAILURE_AS_APPLICABLE","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.providers.view; marketplace.providers.create","IMPLEMENTED","ProviderCommand; approved interaction requirement and actual source authority reconciled."
"CAP-B08-003","Prestataires & fournisseurs","/angelcare-marketplace/admin/providers/dossiers/[providerId]","Eligibility governed decision and related-object inspectors","Provider 360 identity, eligibility, lifecycle, assignments, quality and payables context","HIGH_GOVERNED","LOADING_EMPTY_POPULATED_FILTERED_EMPTY_BLOCKED_PERMISSION_ERROR_SUCCESS_FAILURE_AS_APPLICABLE","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.providers.view; marketplace.providers.manage; marketplace.providers.eligibility.review","IMPLEMENTED","ProviderDossier; approved interaction requirement and actual source authority reconciled."
"CAP-B08-004","Prestataires & fournisseurs","/angelcare-marketplace/admin/providers/documents","Document and eligibility evidence inspectors","Provider document, certification, qualification, evidence and readiness governance","CONTEXTUAL","LOADING_EMPTY_POPULATED_FILTERED_EMPTY_BLOCKED_PERMISSION_ERROR_SUCCESS_FAILURE_AS_APPLICABLE","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.providers.view; marketplace.providers.eligibility.review","IMPLEMENTED","ProviderDossier; ProviderActionClient; approved interaction requirement and actual source authority reconciled."
"CAP-B08-005","Prestataires & fournisseurs","/angelcare-marketplace/admin/providers/assignments","Assignment and performance inspectors","Availability, assignments, performance, quality and payable-readiness context","CONTEXTUAL","LOADING_EMPTY_POPULATED_FILTERED_EMPTY_BLOCKED_PERMISSION_ERROR_SUCCESS_FAILURE_AS_APPLICABLE","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.providers.view; marketplace.providers.manage","IMPLEMENTED","ProviderCommand; ProviderDossier; approved interaction requirement and actual source authority reconciled."
"CAP-B08-006","Prestataires & fournisseurs","/angelcare-marketplace/admin/vendors","Vendor action and lifecycle inspectors","Vendor registry, onboarding, lifecycle, status and source-backed action authority","CONTEXTUAL","LOADING_EMPTY_POPULATED_FILTERED_EMPTY_BLOCKED_PERMISSION_ERROR_SUCCESS_FAILURE_AS_APPLICABLE","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.operations.view","IMPLEMENTED","VendorAuthorityClient; approved interaction requirement and actual source authority reconciled."
"CAP-B08-007","Prestataires & fournisseurs","/angelcare-marketplace/admin/vendors/contracts","Contract, catalog and inventory inspectors","Vendor contract, catalog linkage and inventory operating views","CONTEXTUAL","LOADING_EMPTY_POPULATED_FILTERED_EMPTY_BLOCKED_PERMISSION_ERROR_SUCCESS_FAILURE_AS_APPLICABLE","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.operations.view","IMPLEMENTED","VendorAuthorityClient; approved interaction requirement and actual source authority reconciled."
"CAP-B08-008","Prestataires & fournisseurs","/angelcare-marketplace/admin/vendors/orders","Dispute, quality and settlement inspectors","Vendor orders, quality, disputes, performance and settlement context","HIGH_GOVERNED","LOADING_EMPTY_POPULATED_FILTERED_EMPTY_BLOCKED_PERMISSION_ERROR_SUCCESS_FAILURE_AS_APPLICABLE","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.operations.view; marketplace.finance.view where applicable","IMPLEMENTED","VendorAuthorityClient; approved interaction requirement and actual source authority reconciled."
"CAP-B08-009","Prestataires & fournisseurs","/angelcare-marketplace/admin/suppliers","Supplier contextual editor","Supplier registry, lifecycle and source-supported supplier maintenance","CONTEXTUAL","LOADING_EMPTY_POPULATED_FILTERED_EMPTY_BLOCKED_PERMISSION_ERROR_SUCCESS_FAILURE_AS_APPLICABLE","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.catalog.suppliers.view","IMPLEMENTED","SupplierCommand; approved interaction requirement and actual source authority reconciled."
"CAP-B08-010","Prestataires & fournisseurs","/angelcare-marketplace/admin/supply-network/capacity","Capacity and provider assignment inspector","Capacity, territory/capability matching, availability and assignment load","CONTEXTUAL","LOADING_EMPTY_POPULATED_FILTERED_EMPTY_BLOCKED_PERMISSION_ERROR_SUCCESS_FAILURE_AS_APPLICABLE","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.providers.view; marketplace.operations.view","IMPLEMENTED","NetworkCapacityGrid; ProviderManagementPanel; approved interaction requirement and actual source authority reconciled."
"CAP-B09-001","Academy / B2B & partenaires","/angelcare-marketplace/admin/academy","Academy contextual command links","Academy command metrics, program, cohort, session, trainer, evidence and certification drilldown","CONTEXTUAL","LOADING_EMPTY_POPULATED_FILTERED_EMPTY_BLOCKED_PERMISSION_ERROR_SUCCESS_FAILURE_AS_APPLICABLE","POST /api/angelcare-marketplace/academy/assessment-results|POST /api/angelcare-marketplace/academy/attendance|POST /api/angelcare-marketplace/academy/certificates/:certificateId/decision|POST /api/angelcare-marketplace/academy/cohorts|POST /api/angelcare-marketplace/academy/final/assessments|POST /api/angelcare-marketplace/academy/final/b2b/:orderId/transition|POST /api/angelcare-marketplace/academy/final/cohorts/:cohortId/trainer|POST /api/angelcare-marketplace/academy/final/cohorts/:cohortId/transition|POST /api/angelcare-marketplace/academy/final/courses/:id/transition|POST /api/angelcare-marketplace/academy/final/programs/:id/transition|POST /api/angelcare-marketplace/academy/final/remediations/:remediationId/transition|POST /api/angelcare-marketplace/academy/final/remediations|POST /api/angelcare-marketplace/academy/final/results/:resultId/review|POST /api/angelcare-marketplace/academy/final/sessions/:sessionId/transition|POST /api/angelcare-marketplace/academy/final/sessions|POST /api/angelcare-marketplace/b2b/corporates/quotas/:quotaId/consume|POST /api/angelcare-marketplace/b2b/diagnostics/:diagnosticId/convert|POST /api/angelcare-marketplace/b2b/diagnostics/:diagnosticId/transition|POST /api/angelcare-marketplace/b2b/diagnostics|POST /api/angelcare-marketplace/b2b/organizations|POST /api/angelcare-marketplace/b2b/programs/:programId/transition|POST /api/angelcare-marketplace/b2b/public/diagnostics|POST /api/angelcare-marketplace/partner-os/tenants/:tenantId/modules|POST /api/angelcare-marketplace/partner-os/tenants/:tenantId/onboarding/:checkId|POST /api/angelcare-marketplace/partner-os/tenants/:tenantId/subscription|POST /api/angelcare-marketplace/partner-os/tenants/:tenantId/transition|POST /api/angelcare-marketplace/partner-os/tenants","marketplace.academy.view","IMPLEMENTED","AcademyCommand; approved interaction requirement and actual source authority reconciled."
"CAP-B09-002","Academy / B2B & partenaires","/angelcare-marketplace/admin/academy/catalog","Program/course studio inspectors","Programs, courses, catalog lifecycle and publication-ready Academy composition","CONTEXTUAL","LOADING_EMPTY_POPULATED_FILTERED_EMPTY_BLOCKED_PERMISSION_ERROR_SUCCESS_FAILURE_AS_APPLICABLE","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.academy.view; source mutation guards","IMPLEMENTED","CatalogRegistry; ProgramStudio; approved interaction requirement and actual source authority reconciled."
"CAP-B09-003","Academy / B2B & partenaires","/angelcare-marketplace/admin/academy/cohorts","Cohort/session/trainer action surfaces","Cohort, session, trainer and attendance operating control","CONTEXTUAL","LOADING_EMPTY_POPULATED_FILTERED_EMPTY_BLOCKED_PERMISSION_ERROR_SUCCESS_FAILURE_AS_APPLICABLE","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.academy.view; source mutation guards","IMPLEMENTED","CohortCommand; SessionCommand; TrainerCommand; approved interaction requirement and actual source authority reconciled."
"CAP-B09-004","Academy / B2B & partenaires","/angelcare-marketplace/admin/academy/certificates","Assessment evidence and certificate decision surfaces","Attendance evidence, assessment, remediation and certificate lifecycle authority","CONTEXTUAL","LOADING_EMPTY_POPULATED_FILTERED_EMPTY_BLOCKED_PERMISSION_ERROR_SUCCESS_FAILURE_AS_APPLICABLE","READ_ONLY_CONTEXTUAL_AUTHORITY","marketplace.academy.view; source certificate mutation guards","IMPLEMENTED","CertificateAuthority; AssessmentCommand; approved interaction requirement and actual source authority reconciled."
